timestamp,rel_offset_s,category,message
1773665824.183,1567.9,DSF,"+52+005.dsf (134ms)"
1773665826.116,1569.9,AIRPORT,"Loading sim objects for airport XEH0017"
1773665829.621,1573.4,DSF,"+52+005.dsf (5405ms)"
1773665848.208,1591.9,WEATHER,"KAID had a METAR from the future (161235Z)"
1773665899.683,1643.4,AIRPORT,"Loading sim objects for airport EHTP"
1773665966.282,1710.0,AIRPORT,"Loading sim objects for airport EHRD"
1773666049.382,1793.1,DSF,"+50+002.dsf (20ms)"
1773666049.415,1793.2,DSF,"+50+002.dsf (23ms)"
1773666049.448,1793.2,DSF,"+50+002.dsf (16ms)"
1773666049.448,1793.2,DSF,"+50+002.dsf (0ms)"
1773666049.515,1793.3,DSF,"+50+002.dsf (63ms)"
1773666049.732,1793.5,DSF,"+50+002.dsf (222ms)"
1773666049.732,1793.5,DSF,"+50+002.dsf (11ms)"
1773666049.832,1793.6,DSF,"+50+002.dsf (75ms)"
1773666052.961,1796.7,DSF,"+50+004.dsf (273ms)"
1773666053.056,1796.8,DSF,"+50+002.dsf (3223ms)"
1773666053.153,1796.9,DSF,"+50+004.dsf (125ms)"
1773666053.350,1797.1,DSF,"+50+004.dsf (223ms)"
1773666053.465,1797.2,DSF,"+50+004.dsf (102ms)"
1773666053.465,1797.2,DSF,"+50+004.dsf (1ms)"
1773666054.666,1798.4,DSF,"+50+004.dsf (1192ms)"
1773666059.815,1803.6,DSF,"+50+004.dsf (5139ms)"
1773666060.132,1803.9,DSF,"+50+004.dsf (335ms)"
1773666062.666,1806.4,DSF,"+50+004.dsf (2506ms)"
1773666067.377,1811.1,DSF,"+50+006.dsf (194ms)"
1773666067.496,1811.2,DSF,"+50+006.dsf (61ms)"
1773666067.612,1811.4,DSF,"+50+006.dsf (118ms)"
1773666067.641,1811.4,DSF,"+50+006.dsf (14ms)"
1773666067.641,1811.4,DSF,"+50+006.dsf (2ms)"
1773666067.967,1811.7,DSF,"+50+004.dsf (5314ms)"
1773666068.036,1811.8,DSF,"+50+006.dsf (374ms)"
1773666068.899,1812.6,ERROR,"E/OBJ: ERROR: object Custom Scenery/EBCI_XP12/Objects/custom_inset_TDZL_W.obj has a bad light name: TDZL_sp"
1773666068.899,1812.6,ERROR,"E/OBJ: ERROR: object Custom Scenery/EBCI_XP12/Objects/custom_inset_APPCH_R.obj has a bad light name: inset_appch_r_sp"
1773666068.899,1812.6,ERROR,"E/OBJ: ERROR: object Custom Scenery/EBCI_XP12/Objects/custom_inset_APPCH_R.obj has a bad light name: inset_appch_r_sp"
1773666068.899,1812.6,ERROR,"E/OBJ: ERROR: object Custom Scenery/EBCI_XP12/Objects/custom_inset_APPCH_W.obj has a bad light name: inset_appch_w_sp"
1773666068.899,1812.6,ERROR,"E/OBJ: ERROR: object Custom Scenery/EBCI_XP12/Objects/custom_inset_APPCH_W.obj has a bad light name: inset_appch_w_sp"
1773666068.899,1812.6,ERROR,"E/OBJ: The object 'Custom Scenery/EBCI_XP12/Objects/3Dtext_charleroi.obj' has unbalanced begin/end animations or a begin"
1773666073.848,1817.6,DSF,"+50+006.dsf (5833ms)"
1773666073.920,1817.7,DSF,"+50+006.dsf (69ms)"
1773666074.433,1818.2,DSF,"+50+006.dsf (491ms)"
1773666076.265,1820.0,DSF,"+50+003.dsf (97ms)"
1773666076.332,1820.1,DSF,"+50+003.dsf (91ms)"
1773666076.465,1820.2,DSF,"+50+003.dsf (116ms)"
1773666076.465,1820.2,DSF,"+50+003.dsf (0ms)"
1773666076.816,1820.6,DSF,"+50+003.dsf (362ms)"
1773666078.116,1821.9,DSF,"+50+003.dsf (1298ms)"
1773666078.182,1821.9,DSF,"+50+003.dsf (40ms)"
1773666078.565,1822.3,DSF,"+50+006.dsf (4119ms)"
1773666078.600,1822.3,DSF,"+50+003.dsf (429ms)"
1773666080.066,1823.8,ERROR,"E/SCN: Failed to find resource 'model_0.png', referenced from file 'Custom Scenery/EDKV Dahlemer-Binz_CC_XP-12/Out of Ai"
1773666083.117,1826.9,DSF,"+50+003.dsf (4511ms)"
1773666084.288,1828.0,ERROR,"E/OBJ: OBJ read failed: the file path Custom Scenery/AEP/Effects/Fallen_Leaves_1_Yellow.obj could not be opened."
1773666084.288,1828.0,ERROR,"E/OBJ: OBJ read failed: the file path Custom Scenery/AEP/Effects/Fallen_Leaves_2_Yellow.obj could not be opened."
1773666084.288,1828.0,ERROR,"E/OBJ: OBJ read failed: the file path Custom Scenery/AEP/Effects/Fallen_Leaves_3_Yellow.obj could not be opened."
1773666084.288,1828.0,ERROR,"E/OBJ: OBJ read failed: the file path Custom Scenery/AEP/Effects/Fallen_Leaves_4_Yellow.obj could not be opened."
1773666084.288,1828.0,ERROR,"E/OBJ: OBJ read failed: the file path Custom Scenery/AEP/Effects/Fallen_Leaves_5_Yellow.obj could not be opened."
1773666084.288,1828.0,ERROR,"E/OBJ: OBJ read failed: the file path Custom Scenery/AEP/Effects/Fallen_Leaves_6_Yellow.obj could not be opened."
1773666084.288,1828.0,ERROR,"E/OBJ: OBJ read failed: the file path Custom Scenery/AEP/Effects/Fallen_Leaves_7_Yellow.obj could not be opened."
1773666084.288,1828.0,ERROR,"E/OBJ: OBJ read failed: the file path Custom Scenery/AEP/Effects/Fallen_Leaves_8_Yellow.obj could not be opened."
1773666084.288,1828.0,ERROR,"E/OBJ: OBJ read failed: the file path Custom Scenery/AEP/Effects/Fallen_Leaves_10_Yellow.obj could not be opened."
1773666084.288,1828.0,ERROR,"E/OBJ: OBJ read failed: the file path Custom Scenery/AEP/Effects/Fallen_Leaves_9_Yellow.obj could not be opened."
1773666084.288,1828.0,ERROR,"E/OBJ: OBJ read failed: the file path Custom Scenery/AEP/Effects/Fallen_Leaves_11_Yellow.obj could not be opened."
1773666084.288,1828.0,ERROR,"E/OBJ: OBJ read failed: the file path Custom Scenery/AEP/Effects/Fallen_Leaves_12_Yellow.obj could not be opened."
1773666084.288,1828.0,ERROR,"E/OBJ: OBJ read failed: the file path Custom Scenery/AEP/Effects/Fallen_Leaves_14_Yellow.obj could not be opened."
1773666084.288,1828.0,ERROR,"E/OBJ: OBJ read failed: the file path Custom Scenery/AEP/Effects/Fallen_Leaves_13_Yellow.obj could not be opened."
1773666084.288,1828.0,ERROR,"E/OBJ: OBJ read failed: the file path Custom Scenery/AEP/Effects/Fallen_Leaves_15_Yellow.obj could not be opened."
