timestamp,ctxt_s,pgfault_s,pgmajfault_s,pgscan_kswapd_s,pgscan_direct_s,pgsteal_kswapd_s,pgsteal_direct_s,allocstall_s,compact_stall_s,tlb_shootdown_s,nr_dirty,nr_writeback,pswpin_s,pswpout_s,wset_refault_anon_s,wset_refault_file_s,thp_fault_fallback_s
1773664472.819,76011,4084,0,0,0,0,0,0.0,0.0,0,1885,0,0,0,0,56,0
1773664473.838,74948,8651,11,0,0,0,0,0.0,0.0,0,2734,0,0,0,0,6214,0
1773664474.856,72348,4075,0,0,0,0,0,0.0,0.0,0,2713,0,0,0,0,0,0
1773664475.875,71053,4098,2,0,0,0,0,0.0,0.0,0,2785,1,0,0,0,872,0
1773664476.895,73883,8393,0,0,0,0,0,0.0,0.0,0,2788,5,0,0,0,75,0
1773664477.921,76892,44068,0,0,0,0,0,0.0,0.0,0,2915,0,0,0,0,217,0
1773664478.941,72944,46617,0,0,0,0,0,0.0,0.0,0,2919,0,0,0,0,0,0
1773664479.960,73109,9080,0,0,0,0,0,0.0,0.0,0,5243,0,0,0,0,0,0
1773664480.980,75963,4094,4,0,0,0,0,0.0,0.0,0,5805,0,0,0,0,2828,0
1773664482.002,78768,4227,0,0,0,0,0,0.0,0.0,0,5413,41,0,0,0,110,0
1773664483.027,75106,8556,3,0,0,0,0,0.0,0.0,0,5415,0,0,0,0,1376,0
1773664484.047,73794,3993,3,0,0,0,0,0.0,0.0,0,5436,0,3,0,3,137,0
1773664485.067,75482,5743,0,0,0,0,0,0.0,0.0,0,5466,0,0,0,0,0,0
1773664486.086,74849,8624,0,0,0,0,0,0.0,0.0,0,6066,0,0,0,0,0,0
1773664487.106,77265,3949,0,0,0,0,0,0.0,0.0,0,6068,0,0,0,0,0,0
1773664488.133,77634,14063,0,0,0,0,0,0.0,0.0,0,5987,0,0,0,0,0,0
1773664489.152,75439,8396,1,0,0,0,0,0.0,0.0,0,5991,0,1,0,0,0,0
1773664490.173,78568,4036,0,0,0,0,0,0.0,0.0,0,5780,7,0,0,1,0,0
1773664491.195,74677,3949,0,0,0,0,0,0.0,0.0,0,5791,0,0,0,0,0,0
1773664492.215,78120,45515,0,0,0,0,0,0.0,0.0,0,5794,0,0,0,0,0,0
1773664493.254,77688,16948,6,0,0,0,0,0.0,0.0,0,5799,0,0,0,0,2586,0
1773664494.275,79301,4213,0,0,0,0,0,0.0,0.0,0,5821,0,0,0,0,192,0
1773664495.295,76368,8460,0,0,0,0,0,0.0,0.0,0,5852,0,0,0,0,0,0
1773664496.314,76784,4009,3,0,0,0,0,0.0,0.0,0,5753,140,0,0,0,2277,0
1773664497.333,72432,8361,0,0,0,0,0,0.0,0.0,0,5797,0,0,0,0,8,0
1773664498.356,70688,4051,4,0,0,0,0,0.0,0.0,0,5802,0,0,0,0,2955,0
1773664499.376,69531,3985,3,0,0,0,0,0.0,0.0,0,5837,0,3,0,3,28,0
1773664500.396,72339,8506,0,0,0,0,0,0.0,0.0,0,4534,340,0,0,0,4,0
1773664501.415,71021,3960,0,0,0,0,0,0.0,0.0,0,4607,0,0,0,0,4,0
1773664502.434,76413,24347,0,0,0,0,0,0.0,0.0,0,4690,0,0,0,0,4,0
1773664503.460,75059,8642,3,0,0,0,0,0.0,0.0,0,4713,0,0,0,0,1406,0
1773664504.480,72555,3927,1,0,0,0,0,0.0,0.0,0,4718,0,1,0,1,102,0
1773664505.501,71772,4126,0,0,0,0,0,0.0,0.0,0,3865,167,0,0,0,8,0
1773664506.521,71369,49019,0,0,0,0,0,0.0,0.0,0,3859,1,0,0,0,0,0
1773664507.542,73912,4580,0,0,0,0,0,0.0,0.0,0,3878,0,0,0,0,0,0
1773664508.568,71749,3915,0,0,0,0,0,0.0,0.0,0,3874,0,0,0,0,0,0
1773664509.587,73942,8318,0,0,0,0,0,0.0,0.0,0,3881,0,0,0,0,0,0
1773664510.608,72354,4043,7,0,0,0,0,0.0,0.0,0,2942,13,0,0,0,5000,0
1773664511.628,71436,7239,0,0,0,0,0,0.0,0.0,0,1415,416,0,0,0,77,0
1773664512.646,74030,11755,0,0,0,0,0,0.0,0.0,0,1221,0,0,0,0,0,0
1773664513.672,70634,3933,3,0,0,0,0,0.0,0.0,0,1225,0,0,0,0,2017,0
1773664514.691,74316,5645,0,0,0,0,0,0.0,0.0,0,985,0,0,0,0,0,0
1773664515.711,73976,8460,2,0,0,0,0,0.0,0.0,0,987,0,0,0,0,1516,0
1773664516.730,72139,4006,0,0,0,0,0,0.0,0.0,0,1184,0,0,0,0,0,0
1773664517.750,77026,4358,0,0,0,0,0,0.0,0.0,0,1271,0,0,0,0,0,0
1773664518.776,74005,8363,4,0,0,0,0,0.0,0.0,0,1291,0,0,0,0,2827,0
1773664519.794,73775,4005,0,0,0,0,0,0.0,0.0,0,1320,0,0,0,0,0,0
1773664520.815,74831,4254,8,0,0,0,0,0.0,0.0,0,851,90,1,0,1,4382,0
1773664521.836,75806,8647,0,0,0,0,0,0.0,0.0,0,472,0,0,0,0,63,0
1773664522.858,75423,4071,0,0,0,0,0,0.0,0.0,0,473,0,0,0,0,1,0
1773664523.884,72404,3999,3,0,0,0,0,0.0,0.0,0,475,0,0,0,0,1391,0
1773664524.906,71207,8441,0,0,0,0,0,0.0,0.0,0,482,0,0,0,0,0,0
1773664525.927,72358,46470,3,0,0,0,0,0.0,0.0,0,485,0,0,0,0,1481,0
1773664526.947,70476,4134,0,0,0,0,0,0.0,0.0,0,494,0,0,0,0,0,0
1773664527.967,71903,8510,5,0,0,0,0,0.0,0.0,0,498,0,0,0,0,2846,0
1773664528.991,70372,3931,0,0,0,0,0,0.0,0.0,0,504,0,0,0,0,0,0
1773664530.010,70289,3963,0,0,0,0,0,0.0,0.0,0,527,0,0,0,0,4,0
1773664531.030,81537,8523,5,0,0,0,0,0.0,0.0,0,552,0,0,0,0,12,0
1773664532.049,72697,45578,0,0,0,0,0,0.0,0.0,0,555,0,0,0,0,0,0
1773664533.068,74346,46270,2,0,0,0,0,0.0,0.0,0,553,5,0,0,0,1417,0
1773664534.096,71519,8485,0,0,0,0,0,0.0,0.0,0,594,0,0,0,0,101,0
1773664535.116,73046,3921,0,0,0,0,0,0.0,0.0,0,595,0,0,0,0,0,0
1773664536.138,79946,3982,4,0,0,0,0,0.0,0.0,0,525,0,0,0,0,3031,0
1773664537.161,73655,8381,1,0,0,0,0,0.0,0.0,0,535,0,1,0,1,0,0
1773664538.181,73214,4120,2,0,0,0,0,0.0,0.0,0,537,0,0,0,0,1520,0
1773664539.207,69028,4057,0,0,0,0,0,0.0,0.0,0,545,0,0,0,0,0,0
1773664540.226,70922,8332,2,0,0,0,0,0.0,0.0,0,547,0,0,0,0,1263,0
1773664541.247,69819,3971,3,0,0,0,0,0.0,0.0,0,560,0,3,0,0,0,0
1773664542.265,69048,3958,1,0,0,0,0,0.0,0.0,0,558,0,0,0,3,0,0
1773664543.285,73447,51218,0,0,0,0,0,0.0,0.0,0,563,0,0,0,0,6,0
