timestamp,pid,name,cpu_pct,rss_mb,io_read_mbs,io_write_mbs,threads
1773664284.844,10162,handler[X-Plane],0.0,11,0.00,0.00,3
1773664284.844,10265,cefclient[X-Plane],0.0,104,0.00,0.00,1
1773664284.844,10266,cefclient[X-Plane],0.0,103,0.00,0.00,1
1773664284.844,10285,cefclient[X-Plane],0.0,176,0.00,0.00,8
1773664284.844,10812,cefclient[X-Plane],0.0,118,0.00,0.00,8
1773664284.844,13427,simon_lin64[X-Plane],0.0,3,0.00,0.00,2
1773664284.844,13462,qemu-system-x86,12.8,4130,0.00,0.00,10
1773664284.844,22041,python3[X-Plane],0.0,14,0.00,0.00,1
1773664285.864,8700,xearthlayer,1.0,8051,0.00,0.00,38
1773664285.864,10109,gamescope-wl[X-Plane],0.0,188,0.00,0.00,14
1773664285.864,10155,gamescopereaper[X-Plane],0.0,3,0.00,0.00,1
1773664285.864,10157,Main Thread[X-Plane],215.7,17434,0.00,0.01,104
1773664285.864,10162,handler[X-Plane],0.0,11,0.00,0.00,3
1773664285.864,10265,cefclient[X-Plane],0.0,104,0.00,0.00,1
1773664285.864,10266,cefclient[X-Plane],0.0,103,0.00,0.00,1
1773664285.864,10285,cefclient[X-Plane],0.0,176,0.00,0.00,8
1773664285.864,10812,cefclient[X-Plane],0.0,118,0.00,0.00,8
1773664285.864,13427,simon_lin64[X-Plane],0.0,3,0.00,0.00,2
1773664285.864,13462,qemu-system-x86,14.7,4130,0.00,0.00,10
1773664285.864,22041,python3[X-Plane],0.0,14,0.00,0.00,1
1773664286.883,8700,xearthlayer,0.0,8051,0.00,0.00,38
1773664286.883,10109,gamescope-wl[X-Plane],2.0,188,0.00,0.00,14
1773664286.883,10155,gamescopereaper[X-Plane],0.0,3,0.00,0.00,1
1773664286.883,10157,Main Thread[X-Plane],216.8,17435,7.52,1.16,104
1773664286.883,10162,handler[X-Plane],0.0,11,0.00,0.00,3
1773664286.883,10265,cefclient[X-Plane],0.0,104,0.00,0.00,1
1773664286.883,10266,cefclient[X-Plane],0.0,103,0.00,0.00,1
1773664286.883,10285,cefclient[X-Plane],0.0,176,0.00,0.00,8
1773664286.883,10812,cefclient[X-Plane],0.0,118,0.00,0.00,8
1773664286.883,13427,simon_lin64[X-Plane],0.0,3,0.00,0.00,2
1773664286.883,13462,qemu-system-x86,13.7,4130,0.00,0.00,10
1773664286.883,22041,python3[X-Plane],0.0,14,0.00,0.00,1
1773664287.904,8700,xearthlayer,1.0,8051,0.00,0.00,38
1773664287.904,10109,gamescope-wl[X-Plane],1.0,188,0.00,0.00,14
1773664287.904,10155,gamescopereaper[X-Plane],0.0,3,0.00,0.00,1
1773664287.904,10157,Main Thread[X-Plane],214.5,17435,0.00,5.52,104
1773664287.904,10162,handler[X-Plane],0.0,11,0.00,0.00,3
1773664287.904,10265,cefclient[X-Plane],0.0,104,0.00,0.00,1
1773664287.904,10266,cefclient[X-Plane],0.0,103,0.00,0.00,1
1773664287.904,10285,cefclient[X-Plane],0.0,176,0.00,0.00,8
1773664287.904,10812,cefclient[X-Plane],0.0,118,0.00,0.00,8
1773664287.904,13427,simon_lin64[X-Plane],0.0,3,0.00,0.00,2
1773664287.904,13462,qemu-system-x86,13.7,4130,0.00,0.00,10
1773664287.904,22041,python3[X-Plane],0.0,14,0.00,0.00,1
1773664288.931,8700,xearthlayer,1.0,8051,0.00,0.00,38
1773664288.931,10109,gamescope-wl[X-Plane],1.0,188,0.00,0.00,14
1773664288.931,10155,gamescopereaper[X-Plane],0.0,3,0.00,0.00,1
1773664288.931,10157,Main Thread[X-Plane],212.3,17435,2.60,0.05,104
1773664288.931,10162,handler[X-Plane],0.0,11,0.00,0.00,3
1773664288.931,10265,cefclient[X-Plane],0.0,104,0.00,0.00,1
1773664288.931,10266,cefclient[X-Plane],0.0,103,0.00,0.00,1
1773664288.931,10285,cefclient[X-Plane],0.0,176,0.00,0.00,8
1773664288.931,10812,cefclient[X-Plane],0.0,118,0.00,0.00,8
1773664288.931,13427,simon_lin64[X-Plane],0.0,3,0.00,0.00,2
