timestamp,rel_s,fps,frame_time_ms,cpu_time_ms,gpu_time_ms,lat,lon,elev_m,agl_m,gs_kts,ias_kts,sim_time_s,paused
1774178786.792,30.12,29.4,33.96,15.08,18.89,47.453259,8.559381,429.8,-0.1,0.0,-2.7,26.0,0
1774178787.026,30.36,29.9,33.48,14.59,18.89,47.453259,8.559381,429.8,-0.1,0.0,-2.6,26.3,0
1774178787.259,30.59,29.8,33.58,14.69,18.89,47.453259,8.559381,429.8,-0.1,0.0,-2.5,26.5,0
1774178787.493,30.82,30.0,33.31,14.43,18.89,47.453259,8.559381,429.8,-0.1,0.0,-2.4,26.7,0
1774178787.693,31.02,29.7,33.63,14.74,18.89,47.453259,8.559381,429.8,-0.1,0.0,-2.4,26.9,0
1774178787.926,31.25,29.9,33.47,15.07,18.40,47.453259,8.559381,429.8,-0.1,0.0,-2.4,27.2,0
1774178788.158,31.49,30.0,33.30,14.90,18.40,47.453259,8.559381,429.8,-0.1,0.0,-2.3,27.4,0
1774178788.360,31.69,29.6,33.74,15.34,18.40,47.453259,8.559381,429.8,-0.1,0.0,-2.1,27.6,0
1774178788.592,31.92,29.9,33.39,14.99,18.40,47.453259,8.559381,429.8,-0.1,0.0,-1.8,27.8,0
1774178788.827,32.16,29.4,33.98,15.12,18.86,47.453259,8.559381,429.8,-0.1,0.0,-1.6,28.1,0
1774178789.062,32.39,29.6,33.75,14.89,18.86,47.453259,8.559381,429.8,-0.1,0.0,-1.7,28.3,0
1774178789.261,32.59,29.0,34.49,15.63,18.86,47.453259,8.559381,429.8,-0.1,0.0,-1.8,28.5,0
1774178789.494,32.82,29.7,33.72,14.85,18.86,47.453259,8.559381,429.8,-0.1,0.0,-1.9,28.7,0
1774178789.699,33.03,29.3,34.14,15.27,18.86,47.453259,8.559381,429.8,-0.1,0.0,-2.0,28.9,0
1774178789.933,33.26,29.9,33.39,15.04,18.35,47.453259,8.559381,429.8,-0.1,0.0,-1.9,29.2,0
1774178790.163,33.49,30.3,33.05,14.71,18.35,47.453259,8.559381,429.8,-0.1,0.0,-1.1,29.4,0
1774178790.359,33.69,30.3,32.96,14.62,18.35,47.453259,8.559381,429.8,-0.1,0.0,0.2,29.6,0
1774178790.560,33.89,29.5,33.93,15.58,18.35,47.453259,8.559381,429.8,-0.1,0.0,1.6,29.8,0
1774178790.794,34.12,30.0,33.30,14.33,18.97,47.453259,8.559381,429.8,-0.1,0.0,3.2,30.0,0
